p,m_k,n_k,q_k
3867471737,4,2,62189
3867720497,4,2,62191
3867720737,8,2,62191
3868964417,4,2,62201
3868968497,12,2,62201
3869711873,10,2,62207
3869972993,18,2,62207
3870457373,2,2,62213
3870458393,10,2,62213
3870473753,14,2,62213
3872394833,26,2,61687
3872469233,30,2,52903
3872946353,6,2,62233
3873063017,24,2,62099
3876837593,26,2,61723
3877294459,11,3,1571
3877816699,19,3,1571
3878188673,18,2,62273
3878281097,24,2,62141
3881230937,16,2,62299
3881664833,10,2,62303
3882664817,12,2,62311
3884172713,14,2,62323
3884654993,6,2,62327
3884917073,18,2,62327
3886337657,28,2,60149
3887712737,16,2,62351
3888695777,20,2,62351
3891342713,22,2,62347
3891638693,2,2,62383
3891655073,14,2,62383
3891971393,30,2,53087
3893885057,8,2,62401
3893888897,12,2,62401
3895881893,2,2,62417
3901126937,8,2,62459
3903137873,18,2,62473
3903376553,10,2,62477
3904141673,14,2,62483
3904424417,24,2,62351
3905875013,2,2,62497
3905891393,14,2,62497
3906320393,22,2,62467
3906375257,8,2,62501
3907387193,18,2,62507
3910377113,10,2,62533
3910662017,24,2,62401
3910846843,25,3,1571
3911480873,26,2,62003
3912381497,12,2,62549
3914129993,10,2,62563
3914145353,14,2,62563
3914860127,26,3,1567
3916939073,26,2,62047
3917084153,30,2,53323
3917633537,8,2,62591
3917637377,12,2,62591
3917683673,26,2,62053
3917903897,24,2,62459
3918180113,26,2,62057
3918384413,2,2,62597
3918400793,14,2,62597
3920888693,2,2,62617
3921150833,18,2,62617
3922141193,6,2,62627
3922142153,10,2,62627
3923329913,22,2,62603
3925398473,6,2,62653
3926049473,30,2,53407
3926150537,8,2,62659
3929154617,24,2,62549
3929158553,6,2,62683
3931415417,4,2,62701
3931480937,16,2,62701
3933352793,22,2,62683
3933405977,28,2,60539
3933854273,22,2,62687
3936946193,18,2,62743
3937940033,10,2,62753
3938943377,8,2,62761
3940055153,26,2,62233
3942713777,12,2,62791
3942927497,24,2,62659
3943965617,4,2,62801
3944553617,28,2,60631
3946736657,28,2,60649
3947232953,10,2,62827
3947275337,20,2,62819
3947429251,23,5,83
3948192377,28,2,60661
3948772673,26,2,62303
3949968961,31,3,1217
3950376497,28,2,60679
3951265193,26,2,62323
3953014133,2,2,62873
3953014193,6,2,62873
3953276273,18,2,62873
3955720337,24,2,62761
3957208433,22,2,62873
3959052257,4,2,62921
3959056337,12,2,62921
3960069473,18,2,62927
3964001633,22,2,62927
3965095217,8,2,62969
3965412377,16,2,62971
3966352913,30,2,53783
3966822289,1,3,1583
3966859313,10,2,62983
3967025417,24,2,62851
3967120433,18,2,62983
3967654937,20,2,62981
3968282537,24,2,62861
3968662697,20,2,62989
3969126257,8,4,251
3972655097,8,2,63029
3973470617,28,2,60869
3973955537,20,2,63031
3976437737,8,2,63059
3977367257,28,2,60901
3977446493,2,2,63067
3977486057,20,2,63059
3977708633,18,2,63067
3978203393,6,2,63073
3978204353,10,2,63073
3978465473,18,2,63073
3979560017,28,2,60919
3981863153,30,2,53927
3981989633,10,2,63103
3982397633,22,2,63073
3985523177,4,2,63131
3987796457,8,2,63149
3987861737,16,2,63149
3989684177,24,2,63031
3992634617,20,2,63179
3993214697,24,2,63059
3994113857,8,2,63199
3994117697,12,2,63199
3995660057,28,2,61051
3996679097,20,2,63211
4000184033,10,2,63247
4002300377,24,2,63131
4003936403,26,3,1579
4003978733,2,2,63277
4008286817,12,2,63311
4008363257,24,2,63179
4008536033,6,2,63313
4008536993,10,2,63313
4009058873,14,2,63317
4012843433,10,2,63347
4013104553,18,2,63347
4013224913,30,2,54217
4013602613,2,2,63353
4014340793,26,2,62827
4014616337,4,2,63361
4014681857,16,2,63361
4015393073,14,2,63367
4016906273,18,2,63377
4018169417,12,2,63389
4019195993,14,2,63397
4019467457,20,2,63391
4019570993,22,2,63367
4019734553,30,2,54277
4020701537,8,2,63409
4024510817,12,2,63439
4028821793,6,2,63473
4028838113,14,2,63473
4029083873,18,2,63473
4029208553,22,2,63443
4029927017,28,2,61331
4033016033,22,2,63473
4033967153,26,2,62983
4034471033,26,2,62987
4034917457,4,2,63521
4035966017,20,2,63521
4036442093,2,2,63533
4036442153,6,2,63533
4036458473,14,2,63533
4036704233,18,2,63533
4037458937,8,2,63541
4037462777,12,2,63541
4039000457,24,2,63421
4039500737,28,2,61409
4042051313,14,2,63577
4043228873,30,2,54493
4043306573,2,2,63587
4044832817,4,2,63599
4044836897,12,2,63599
4045881377,20,2,63599
4046873417,28,2,61469
4047139073,14,2,63617
4047384833,18,2,63617
4048653737,12,2,63629
4050862793,30,2,54563
4050956993,14,2,63647
4051316993,22,2,63617
4052038577,28,2,61511
4053996257,4,2,63671
4053996497,8,2,63671
4054061777,16,2,63671
4054235897,24,2,63541
4055044817,20,2,63671
4055134913,22,2,63647
4056288737,4,2,63689
4057308833,10,2,63697
4057592057,20,2,63691
4058334353,18,2,63703
4058840777,12,2,63709
4058902217,16,2,63709
4060338137,24,2,63589
4061130533,2,2,63727
4061610017,24,2,63599
4062421553,14,2,63737
4063170053,2,2,63743
4065465377,8,2,63761
4065469217,12,2,63761
4066815617,28,2,61631
4066995593,6,2,63773
4068081497,16,2,63781
4070773457,24,2,63671
4071588497,4,2,63809
4071654017,16,2,63809
4073019557,14,3,1597
4073166113,30,2,54767
4073375333,2,2,63823
4073376353,10,2,63823
4076466497,20,2,63839
4077197477,22,3,1597
4077569633,22,2,63823
4081399913,22,2,63853
4082242337,24,2,63761
4082677073,22,2,63863
4083752993,26,2,63377
4084104653,2,2,63907
4084105673,10,2,63907
4084121033,14,2,63907
4084793177,24,2,63781
4085133713,18,2,63913
4086917297,8,2,63929
4088298953,22,2,63907
4092450497,24,2,63841
4093056593,6,2,63977
4095772553,30,2,54973
4096456097,28,2,61871
4096872113,30,2,54983
4096896053,2,2,64007
4097680553,14,2,64013
4098432617,8,2,64019
4100225153,6,2,64033
4100487233,18,2,64033
4100738393,10,2,64037
4103684803,1,3,1601
4103684929,7,3,1601
4103815873,17,3,1601
4104068993,10,2,64063
4107656537,8,2,64091
4108774793,22,2,64067
4111012457,20,2,64109
4112073409,23,3,1601
4113799577,28,2,62011
4115350817,4,2,64151
4115351057,8,2,64151
4115608433,10,2,64153
4115869553,18,2,64153
4115953433,22,2,64123
4116137033,14,2,64157
4119970973,2,2,64187
4119971033,6,2,64187
4120227977,8,2,64189
4121244497,28,2,62071
4121554673,30,2,55207
4122658913,30,2,55217
4124165273,22,2,64187
4124855873,18,2,64223
4125530873,30,2,55243
4125625457,12,2,64231
4128017393,22,2,64217
4128696617,28,2,62131
4130761697,8,2,64271
4131790097,8,2,64279
4132304153,6,2,64283
4132566233,18,2,64283
4133269793,30,2,55313
4134892193,14,2,64303
4136155937,28,2,62191
4136498393,22,2,64283
4136589473,30,2,55343
4138997033,18,2,64333
4142157233,22,2,64327
4142398577,24,2,64231
4145591633,26,2,63863
4145961737,20,2,64381
4147231457,8,2,64399
4147747433,10,2,64403
4148077433,22,2,64373
4151213513,26,2,63907
4152388817,12,2,64439
4156082657,28,2,62351
4158384151,23,3,1607
4158831137,4,2,64489
4160121257,8,2,64499
4160165393,26,2,63977
4162320257,28,2,62401
4165510553,10,3,1609
4167089873,6,2,64553
4168913873,14,2,64567
4170188993,6,2,64577
4170205313,14,2,64577
4170451073,18,2,64577
4171495817,20,2,64579
4172001377,12,2,64591
4174322897,4,2,64609
4174323137,8,2,64609
4174383233,22,2,64577
4175101913,18,2,64613
4175608337,24,2,64489
4175877737,12,2,64621
4175897633,30,2,55697
4176649193,6,2,64627
4177686833,18,2,64633
4179034073,22,2,64613
4179561977,28,2,62539
4181049017,12,2,64661
4181319953,14,2,64663
4182716273,26,2,64153
4183373057,4,2,64679
4185184313,6,2,64693
4185200633,14,2,64693
4185931193,30,2,55787
4186015193,22,2,64667
4187254937,8,2,64709
4188774497,24,2,64591
4192174013,2,2,64747
4192190393,14,2,64747
4194246233,6,2,64763
4194585737,28,2,62659
4196653429,5,3,1613
4196837093,2,2,64783
4196837153,6,2,64783
4198887233,30,2,55903
4200150257,24,2,64679
4200465977,8,2,64811
4200469817,12,2,64811
4202242313,30,2,55933
4205911613,2,2,64853
4206441377,20,2,64849
4208285993,30,2,55987
4209026153,10,2,64877
4209284897,8,2,64879
4209288737,12,2,64879
4210333217,20,2,64879
4210907417,16,2,64891
4214662217,28,2,62819
4216814033,6,2,64937
4217076113,18,2,64937
4218632417,4,2,64951
4218636497,12,2,64951
4218683657,28,2,62851
4220946617,28,2,62869
4220970977,4,2,64969
4224611033,10,2,64997
4225023857,24,2,64871
4226430137,4,2,65011
4226434217,12,2,65011
4226495657,16,2,65011
4228774937,12,2,65029
4229291153,6,2,65033
4230207829,25,3,1613
4231513457,24,2,64921
4233194993,10,2,65063
4234235297,8,2,65071
4235041817,28,2,62981
4236049577,28,2,62989
4236577937,4,2,65089
4237879817,4,2,65099
4237880057,8,2,65099
4238140457,8,2,65101
4239188777,20,2,65101
4239442577,8,2,65111
4241005193,6,2,65123
4241021513,14,2,65123
4241267273,18,2,65123
4241786657,4,2,65129
4241852177,16,2,65129
4242835217,20,2,65129
4243207337,24,2,65011
4243757993,26,2,64627
4244131673,6,2,65147
4244147993,14,2,65147
4244183947,19,3,1619
4244872937,28,2,63059
4246738913,10,2,65167
4252997513,18,2,65213
4256127137,4,2,65239
4256231657,28,2,63149
4258563857,24,2,65129
4260042617,8,2,65269
4260046457,12,2,65269
4260107897,16,2,65269
4261090937,20,2,65269
4262670353,22,2,65257
4263175913,6,2,65293
4263176873,10,2,65293
4263192233,14,2,65293
4264065977,28,2,63211
4265265497,4,2,65309
4266330833,30,2,56503
4267110713,14,2,65323
4267617953,10,2,65327
4267633313,14,2,65327
4267879073,18,2,65327
4271553833,14,2,65357
4271811233,22,2,65327
4272920417,28,2,63281
4274740697,16,2,65381
4275731753,22,2,65357
4276245473,10,2,65393
4279251017,28,2,63331
4279645577,4,2,65419
4279649657,12,2,65419
4280168993,6,2,65423
4281038513,30,2,56633
4282000973,2,2,65437
4282001033,6,2,65437
4282410289,29,3,1553
4282624193,26,2,64927
4283309813,2,2,65447
4283326193,14,2,65447
4283571857,8,2,65449
4283571953,18,2,65447
4287157793,30,2,56687
4287564977,16,2,65479
4289857073,6,2,65497
4290106193,30,2,56713
4291452377,24,2,65381
4293005537,12,2,65521
4293963833,30,2,56747
4294051313,22,2,65497
4294967377,32,4,3
4294967539,32,5,3
4294967639,32,3,7
4294968257,32,2,31
4294972337,32,2,71
4294973537,32,2,79
4294995857,32,4,13
4295017949,32,3,37
4295046257,32,2,281
4295046803,32,3,43
4295096177,32,2,359
4295118617,32,2,389
4295160017,32,2,439
4295208377,32,2,491
4295238737,32,2,521
4295291057,32,2,569
4295338589,32,5,13
4295365457,32,2,631
4295484257,32,2,719
4295498737,32,12,3
4295625017,32,2,811
4295671217,32,2,839
4295797217,32,2,911
4295830337,32,2,929
4295884913,6,2,65543
4296030257,32,2,1031
4296110057,32,2,1069
4296292097,32,2,1151
4296422777,24,2,65419
4296477737,32,2,1229
4296527297,32,2,1249
4296633977,32,2,1291
4296738857,32,6,11
4296924497,32,2,1399
4297072697,32,2,1451
4297160657,32,2,1481
4297250417,32,2,1511
4297397777,32,2,1559
4297556177,32,2,1609
4297720253,2,2,65557
4297793057,32,4,41
4297853897,32,2,1699
4298467937,32,2,1871
4298581097,32,2,1901
4298696057,32,2,1931
4298963297,32,2,1999
4299084137,32,2,2029
4299508457,32,2,2131
4299551177,32,2,2141
4299846977,32,4,47
4299980417,32,2,2239
4300115657,32,2,2269
4300348817,24,2,65449
4300674617,32,2,2389
4300777073,30,2,56807
4300780217,32,2,2411
4300933097,16,2,65581
4301373257,32,2,2531
4301458793,30,2,56813
4301774177,32,2,2609
4301914553,22,2,65557
4301916713,18,2,65587
4302414737,32,2,2729
4302425657,32,2,2731
4303232897,12,2,65599
4303255937,32,2,2879
4304081657,32,2,3019
4304540897,4,2,65609
4305009857,32,2,3169
4305086057,32,2,3181
4305342137,32,2,3221
4305591713,10,2,65617
4305850697,32,2,3299
4306049537,32,2,3329
4306263617,32,2,3361
4306460273,30,2,56857
4306878899,4,3,1627
4306895267,14,3,1627
4307165657,4,2,65629
4307294417,32,2,3511
4307690753,6,2,65633
4307719337,32,2,3571
4307790857,32,2,3581
4308113993,26,2,65123
4308181937,28,2,63559
4308443537,32,2,3671
4308723977,32,2,3709
4308964817,32,3,241
4309790753,18,2,65647
4309797497,32,2,3851
4310325857,32,2,3919
4310841713,6,2,65657
4310842673,10,2,65657
4311240473,26,2,65147
4311361697,32,2,4049
4311867617,32,2,4111
4312015937,32,2,4129
4312767257,32,2,4219
4313123417,32,2,4261
4313268257,28,2,63599
4313484713,14,2,65677
4313846753,26,2,65167
4314782993,10,2,65687
4316580497,32,2,4649
4316599097,32,2,4651
4317615377,32,2,4759
4317901817,32,2,4789
4318724093,2,2,65717
4318724153,6,2,65717
4318740473,14,2,65717
4318976273,22,2,65687
4319844233,26,2,65213
4320301697,8,2,65729
4320564617,8,2,65731
4321706537,32,2,5171
4322835137,32,2,5279
4323365537,32,4,73
4324116497,32,2,5399
4324978937,28,2,63691
4326114857,32,2,5581
4326613793,6,2,65777
4326831017,24,2,65651
4327582817,32,2,5711
4328018297,32,2,5749
4328102033,30,2,57047
4328502977,32,2,5791
4328851337,32,2,5821
4329178097,32,2,5849
4329501233,26,2,65287
4329553457,32,2,5881
4330284713,26,2,65293
4332067577,32,2,6091
4333135817,24,2,65699
4333210313,14,2,65827
4333456073,18,2,65827
4333543817,32,2,6211
4333720817,8,2,65831
4334510633,6,2,65837
4334669897,32,2,6301
4334725793,26,2,65327
4334774177,8,2,65839
4335562793,18,2,65843
4336815257,32,2,6469
4337341577,24,2,65731
4337882897,32,2,6551
4338014017,32,16,3
4338145337,32,2,6571
4338704873,22,2,65837
4339064273,30,2,57143
4339309577,32,2,6659
4339336217,32,2,6661
4339576337,32,2,6679
4340306417,8,2,65881
4342678217,4,2,65899
4342729217,32,2,6911
4342743737,16,2,65899
4343394977,32,2,6959
4343422817,32,2,6961
4343981297,32,2,7001
4344514817,32,2,7039
4344969737,24,2,65789
4345079537,32,2,7079
4345582337,12,2,65921
4346385713,14,2,65927
4349004497,32,2,7351
4349538497,12,2,65951
4349557549,31,3,1301
4351833977,32,2,7541
4353496457,12,2,65981
4353756353,6,2,65983
4353757313,10,2,65983
4354241897,32,2,7699
4355077073,10,2,65993
4355311673,22,2,65963
4355338193,18,2,65993
4355352497,28,2,63929
4357910057,28,2,63949
4359270353,22,2,65993
4359455417,24,2,65899
4359592817,32,2,8039
4360076057,32,2,8069
4360399217,32,2,8089
4361732537,32,2,8171
4362059777,32,2,8191
4362420233,30,2,57347
4362468353,18,2,66047
4362552137,32,2,8221
4363343657,32,2,8269
4363518977,20,4,257
4364311253,32,5,37
4364849513,10,2,66067
4365342617,32,2,8389
4365377057,4,2,66071
4366962953,6,2,66083
4367234297,32,2,8501
4367755937,4,2,66089
4367756177,8,2,66089
4368804497,20,2,66089
4369585757,32,3,421
4369606673,6,2,66103
4369622993,14,2,66103
4369868753,18,2,66103
4369994393,30,2,57413
4370397593,18,2,66107
4370399897,4,2,66109
4370466017,32,2,8689
4373272097,32,2,8849
4374102833,6,2,66137
4374364913,18,2,66137
4375048673,30,2,57457
4376197913,30,2,57467
4376851697,32,2,9049
4377277937,4,2,66161
4377278177,8,2,66161
4378297073,22,2,66137
4378336817,8,2,66169
4378402097,16,2,66169
4379186873,30,2,57493
4379385137,20,2,66169
4379660297,8,2,66179
4379994137,32,2,9221
4380165091,31,3,1307
4380326417,32,2,9239
4380336833,30,2,57503
4380577193,26,2,65677
4381248497,4,2,66191
4383097553,30,2,57527
4383684857,32,2,9419
4384477817,32,2,9461
4384533137,24,2,66089
4385046377,32,2,9491
4385959817,32,2,9539
4386269417,20,2,66221
4386352697,28,2,64171
4386783901,11,3,1637
4387605137,4,2,66239
4387609217,12,2,66239
4387670657,16,2,66239
4387684937,32,2,9629
4388070497,32,2,9649
4390004393,30,2,57587
4391223017,32,2,9811
4392403937,32,2,9871
4392894017,20,2,66271
4392997097,32,2,9901
4393552337,32,2,9929
4394055137,24,2,66161
4394220143,32,3,463
4395888137,16,2,66301
4398172577,32,2,10159
4400460737,32,2,10271
4400859713,18,2,66337
4401077897,32,2,10301
4401490337,32,2,10321
4401940793,14,2,66347
4402685633,30,2,57697
4403782337,4,2,66361
4404565457,20,2,66359
4404830897,20,2,66361
4405238297,32,2,10501
4405375193,6,2,66373
4405637273,18,2,66373
4405869257,32,2,10531
4405922513,14,2,66377
4406459777,32,2,10559
4406702693,2,2,66383
4406964833,18,2,66383
4407518177,32,4,103
4408622657,24,2,66271
4410078737,32,2,10729
4410948713,18,2,66413
4413537617,32,2,10889
4414629017,32,2,10939
4414928633,30,2,57803
4416532853,2,2,66457
4418124233,18,2,66467
4418599457,32,2,11119
4420559537,24,2,66361
4420727153,22,2,66457
4420820177,28,2,64439
4420865153,26,2,65983
4421057177,12,2,66491
4421524673,22,2,66463
4421552297,32,2,11251
4421777417,32,2,11261
4422056393,22,2,66467
4422121097,12,2,66499
4422183137,32,2,11279
4423447097,4,2,66509
4423512617,16,2,66509
4427010377,32,2,11491
4427156417,20,2,66529
4427266577,28,2,64489
4428815753,30,2,57923
4430014937,32,2,11621
4431497297,16,2,66569
4431763577,16,2,66571
4431880697,32,2,11701
4432302257,32,2,11719
4432583657,32,2,11731
4434644033,14,2,66593
4435129217,32,2,11839
4437244313,26,2,66107
4437554777,32,2,11941
4437824753,6,2,66617
4437984977,32,2,11959
4438224257,32,2,11969
4438894217,24,2,66499
4439249993,30,2,58013
4439952977,32,2,12041
4440472217,20,2,66629
4441289513,6,2,66643
4441551593,18,2,66643
4442622473,6,2,66653
4442623433,10,2,66653
4444075817,32,2,12211
4444809377,32,2,12241
4445495657,32,2,12269
4446816713,22,2,66653
4448490833,10,2,66697
4448950577,32,2,12409
4449088937,16,2,66701
4450624433,6,2,66713
4450625393,10,2,66713
4450692737,32,2,12479
4451808497,28,2,64679
4452243977,32,2,12541
4453293353,6,2,66733
4453307717,32,3,541
4454206457,32,2,12619
4454815433,30,2,58147
4455513233,30,2,58153
4455690137,28,2,64709
4455761537,16,2,66751
4456477577,20,2,66749
4457314553,14,2,66763
4457560313,18,2,66763
4458014657,32,4,113
4458576977,32,2,12791
4461037697,4,2,66791
4461093617,32,2,12889
4461492473,22,2,66763
4461796673,30,2,58207
4461839273,6,2,66797
4461840233,10,2,66797
4461867857,32,2,12919
4465243697,32,2,13049
4466033513,22,2,66797
4466813177,32,2,13109
4467127937,32,2,13121
4467719537,8,2,66841
4468767857,20,2,66841
4469056217,4,2,66851
4470660773,2,2,66863
4470768377,32,2,13259
4470922913,18,2,66863
4471617977,32,2,13291
4472483993,26,2,66373
4472896217,32,2,13339
4473597833,18,2,66883
4474018457,32,2,13381
4474138337,4,2,66889
4474500497,32,2,13399
4475186897,20,2,66889
4476947393,30,2,58337
4478687933,2,2,66923
4478704313,14,2,66923
4480444457,32,2,13619
4480448513,30,2,58367
4481900873,6,2,66947
4482162953,18,2,66947
4482172697,12,2,66949
4482882233,22,2,66923
4482903977,32,2,13709
4483452737,32,2,13729
4483511777,12,2,66959
4483641713,26,2,66457
4484057297,32,2,13751
4484277377,32,2,13759
4484652233,30,2,58403
4485103817,32,2,13789
4485383753,10,2,66973
4485644873,18,2,66973
4485934913,14,2,66977
4486263857,32,2,13831
4487067857,28,2,64951
4487593937,32,2,13879
4489403033,10,2,67003
4489406417,28,2,64969
4490495033,30,2,58453
4491219377,32,2,14009
4491814697,8,2,67021
4492418393,26,2,66523
4493301353,30,2,58477
4494780233,14,2,67043
4495568657,8,2,67049
4498058297,32,2,14251
4498226297,20,2,67061
4498803713,14,2,67073
4498914257,32,2,14281
4500058337,32,2,14321
4500835553,22,2,67057
4503740897,32,2,14449
4504538153,30,2,58573
4504898417,32,2,14489
4504933553,26,2,66617
4506302657,4,2,67129
4507006913,22,2,67103
4508740937,32,2,14621
4509541793,14,2,67153
4511785337,28,2,65141
4513286777,4,2,67181
4513719713,22,2,67153
4514093033,6,2,67187
4514093993,10,2,67187
4514335337,20,2,67181
4514361737,4,2,67189
4515694697,28,2,65171
4517322617,12,2,67211
4517842337,32,2,14929
4517849513,18,2,67213
4518126113,10,2,67217
4518387233,18,2,67217
4518459497,16,2,67219
4520007377,4,2,67231
4520898257,32,2,15031
4521781673,22,2,67213
4522005857,24,2,67121
4523007497,32,2,15101
4524459497,32,2,15149
4524823217,32,2,15161
4525313693,32,3,613
4525387697,8,2,67271
4525452977,16,2,67271
4525672913,14,2,67273
4527809537,4,2,67289
4527841517,28,3,1621
4529639057,32,2,15319
4529850833,22,2,67273
4530232313,6,2,67307
4530248633,14,2,67307
4530494393,18,2,67307
4532158097,32,2,15401
4533700937,28,2,65309
4534545017,12,2,67339
4534606457,16,2,67339
4535079713,6,2,67343
4535953337,16,2,67349
4538582177,4,2,67369
4538582417,8,2,67369
4538586257,12,2,67369
4539232937,32,2,15629
4539630737,20,2,67369
4539641993,26,2,66877
4539858497,32,2,15649
4542683417,32,2,15739
4543673777,20,2,67399
4543977377,12,2,67409
4544483393,30,2,58913
4544586737,24,2,67289
4546670057,4,2,67429
4546674137,12,2,67429
4547173457,32,2,15881
4549540397,2,3,1657
4549541417,10,3,1657
4549907213,2,2,67453
4549907273,6,2,67453
4550377193,30,2,58963
4551403793,22,2,67433
4553027393,26,2,66977
4553145533,2,2,67477
4554765377,8,2,67489
4555306073,10,2,67493
4555434617,32,2,16139
4555567193,18,2,67493
4556115017,4,2,67499
4556180537,16,2,67499
4556510873,26,2,67003
